	GSM1194697	GSM1194698	GSM1194699
SPARC	764	3326	873
SPARCL1	99	255	29
SPAST	787	896	352
SPATA1	52	66	26
SPATA12	4	4	29
SPATA13	414	312	131
SPATA16	0	0	0
SPATA17	116	37	49
SPATA18	238	177	137
SPATA19	0	0	0
SPATA2	332	295	255
SPATA20	698	287	230
ENSG00000231123	1	0	0
SPATA21	30	16	18
SPATA22	0	0	0
SPATA24	0	0	0
SPATA25	1	0	0
SPATA2L	137	0	8
ENSG00000228319	4	2	11
SPATA3	0	0	0
SPATA31A1	0	0	0
SPATA31A3	0	0	0
SPATA31A5	0	0	0
SPATA31A6	0	0	0
SPATA31A7	18	20	20
ENSG00000231649	0	0	0
SPATA31C1	28	35	22
SPATA31C2	0	0	0
SPATA31D1	0	0	0
ENSG00000237770	0	0	0
SPATA31D3	0	0	0
SPATA31D4	0	0	0
ENSG00000240632	0	0	0
SPATA31E1	0	0	0
ENSG00000258916	0	0	0
ENSG00000281846	0	0	0
SPATA32	50	0	1
SPATA33	105	167	78
SPATA4	5	3	2
SPATA45	0	0	0
SPATA5	440	906	243
SPATA5L1	211	25	87
SPATA6	89	26	21
SPATA6L	236	140	62
SPATA7	256	63	161
ENSG00000185594	0	0	0
SPATA9	0	0	0
SPATC1	0	0	0
ENSG00000274679	10	2	0
SPATS1	0	0	0
SPATS2	702	1115	654
SPATS2L	1616	1336	725
SPC24	154	199	74
ENSG00000277909	322	476	207
SPCS1	344	510	150
SPCS2	477	716	320
ENSG00000260928	0	0	0
ENSG00000247872	0	0	0
ENSG00000228589	0	0	0
SPCS3	1422	2402	627
SPDEF	64	111	49
SPDL1	131	175	39
SPDYA	47	61	17
SPDYC	0	0	0
SPDYE1	48	259	66
SPDYE10	81	119	142
ENSG00000286228	8	18	28
SPDYE12	0	0	0
ENSG00000281950	563	698	561
SPDYE17	0	0	0
SPDYE18	0	0	5
ENSG00000275328	0	0	0
SPDYE2	558	136	249
ENSG00000277327	1	0	0
ENSG00000266537	3	0	0
SPDYE2B	49	135	20
SPDYE3	302	621	447
SPDYE4	0	0	0
SPDYE5	220	227	392
SPDYE6	0	109	244
ENSG00000179994	0	0	0
SPECC1	1196	695	741
SPECC1L	1281	849	320
ENSG00000258555	44	51	24
SPEF1	0	1	0
SPEF2	150	87	52
SPEG	15	16	34
ENSG00000284598	0	0	0
SPEN	2845	2692	1282
SPESP1	0	0	0
SPG11	2402	2162	1162
SPG21	604	444	349
SPG7	707	1218	834
SPHK1	119	185	59
SPHK2	63	55	15
SPHKAP	0	0	0
SPI1	71	39	24
SPIB	86	134	89
SPIC	0	0	0
SPICE1	770	479	337
SPIDR	576	1249	443
SPIN1	553	366	309
SPIN2A	38	0	9
SPIN2B	11	32	1
SPIN3	110	21	54
SPIN4	2	0	0
SPINK1	35	10	6
SPINK13	0	3	0
SPINK14	0	0	0
SPINK2	0	1	0
SPINK4	0	0	0
SPINK5	118	147	74
SPINK6	0	0	0
SPINK7	1	0	0
SPINK8	0	0	0
SPINK9	360	356	143
SPINT1	2010	2000	636
SPINT2	2275	3649	803
SPINT3	2	0	0
SPINT4	4	0	0
ENSG00000168630	0	0	0
SPIRE1	1175	2274	508
SPIRE2	371	170	197
SPN	262	395	192
SPNS1	204	60	112
SPNS2	105	469	295
SPNS3	0	4	0
SPO11	0	0	0
SPOCD1	264	152	235
SPOCK1	36	321	44
SPOCK2	0	0	1
SPOCK3	0	34	0
SPON1	41	131	66
SPON2	79	31	26
SPOP	482	291	250
SPOPL	404	596	340
SPP1	1158	482	245
SPP2	65	42	91
SPPL2A	848	1004	981
SPPL2B	56	28	43
ENSG00000277106	0	0	0
SPPL3	855	996	242
SPR	54	129	22
SPRED1	543	645	644
SPRED2	3033	1217	658
SPRED3	139	233	80
SPRN	5	48	3
SPRR1A	1	0	0
SPRR1B	228	542	87
SPRR2A	96	31	57
SPRR2B	0	0	0
ENSG00000229035	0	0	0
SPRR2D	12	57	32
SPRR2E	0	0	19
SPRR2F	0	0	0
SPRR2G	0	0	0
SPRR3	242	623	289
SPRR4	0	0	0
SPRTN	113	213	69
SPRY1	455	597	356
SPRY2	338	171	61
SPRY3	31	56	70
SPRY4	482	796	546
SPRYD3	90	16	57
SPRYD4	798	399	406
SPRYD7	140	69	281
SPSB1	903	1421	515
SPSB2	16	23	13
SPSB3	36	71	57
SPSB4	0	0	0
SPTA1	1	0	0
SPTAN1	1360	2003	610
SPTB	49	368	20
SPTBN1	5052	9419	1596
SPTBN2	480	472	91
SPTBN4	0	0	3
SPTBN5	18	3	9
SPTLC1	190	161	67
ENSG00000230397	0	0	0
ENSG00000218512	0	0	0
ENSG00000219940	0	0	0
ENSG00000232678	0	0	0
ENSG00000227922	0	0	0
SPTLC2	2771	1882	830
SPTLC3	236	385	172
SPTSSA	560	735	154
SPTSSB	591	815	89
SPTY2D1	632	396	186
SPX	0	0	0
SPZ1	0	0	0
SQLE	20	87	10
ENSG00000284099	1189	886	601
ENSG00000271465	0	0	0
SRA1	98	28	46
SRBD1	350	57	84
SRC	1117	572	329
SRCAP	545	1375	301
ENSG00000273608	30	22	44
SRD5A1	538	678	199
ENSG00000232549	0	0	0
SRD5A2	0	0	0
SRD5A3	979	1194	337
ENSG00000270929	0	0	0
SREBF1	261	223	258
SREBF2	1363	991	1146
SREK1	936	1842	914
SREK1IP1	204	349	68
SRF	535	126	274
SRFBP1	137	424	105
SRGAP1	2414	2181	1134
SRGAP2	428	1126	396
SRGAP2B	87	118	72
SRGAP2C	219	148	58
ENSG00000270872	0	0	0
SRGAP3	589	651	231
SRGN	495	232	527
ENSG00000271386	0	0	0
SRI	433	931	91
ENSG00000248660	0	0	0
ENSG00000224065	0	0	0
ENSG00000224953	0	0	0
SRL	17	14	41
SRM	253	231	74
ENSG00000215448	0	0	0
ENSG00000258485	13	0	3
SRMS	0	0	0
SRP14	1797	2575	829
SRP19	296	137	150
SRP54	646	945	363
ENSG00000258704	17	18	9
SRP68	1818	1773	530
ENSG00000266129	0	0	0
ENSG00000227689	0	0	1
ENSG00000237911	0	0	0
SRP72	1206	1218	796
ENSG00000265182	0	0	0
ENSG00000188451	76	167	15
SRP9	1022	1344	324
ENSG00000180581	4	0	9
SRPK1	1792	1924	743
SRPK2	479	444	179
ENSG00000253431	0	0	0
SRPK3	44	11	33
SRPRA	1410	2306	478
SRPRB	465	865	360
SRPX	4	19	2
SRPX2	598	467	95
SRR	517	841	341
SRRD	366	233	492
SRRM1	1701	2233	999
ENSG00000242195	0	0	0
ENSG00000237307	52	0	3
SRRM2	8502	9755	7094
SRRM3	11	62	4
SRRM4	4	64	23
SRRM5	0	0	0
SRRT	276	341	116
SRSF1	828	748	377
SRSF10	1691	2652	1245
ENSG00000267717	1	1	8
SRSF11	2195	2641	2249
SRSF12	44	20	24
ENSG00000224640	0	0	0
SRSF2	2614	6524	1433
SRSF3	1461	2013	806
SRSF4	762	1273	413
SRSF5	1032	583	302
SRSF6	1636	1623	914
SRSF7	907	1437	287
SRSF8	366	321	211
SRSF9	238	904	22
ENSG00000214867	0	0	0
SRXN1	305	114	51
SRY	0	0	0
SS18	1546	1338	527
SS18L1	255	844	259
SS18L2	128	371	65
ENSG00000232525	0	0	0
ENSG00000266201	0	0	0
SSB	272	462	399
ENSG00000262771	605	147	473
SSBP2	570	309	338
SSBP3	934	335	734
SSBP4	108	236	80
SSC4D	25	188	2
SSC5D	2	21	2
SSH1	1788	2086	885
SSH2	878	426	578
SSH3	258	191	111
SSMEM1	0	0	1
SSNA1	134	36	42
SSPN	282	141	65
SSR1	2472	2351	1401
ENSG00000220598	0	0	0
ENSG00000226665	0	0	0
SSR2	2052	2861	1104
SSR3	2028	3574	1035
SSR4	1121	2788	352
ENSG00000235374	0	0	0
SSRP1	378	1191	193
SST	0	0	0
SSTR1	11	0	0
SSTR2	474	419	518
SSTR3	2	0	0
SSTR4	0	0	0
SSTR5	0	0	0
SSU72	776	1289	424
ENSG00000226547	0	0	0
SSU72L2	0	0	0
SSU72L3	0	0	0
SSU72L4	0	0	0
SSU72L5	0	0	0
ENSG00000236175	0	0	0
SSU72L1	0	0	0
SSU72L6	0	0	0
SSUH2	6	10	10
SSX1	0	1	0
SSX2	0	0	0
SSX2B	0	0	0
SSX2IP	193	169	109
SSX3	1	1	0
SSX4	17	0	0
SSX4B	17	0	0
SSX5	3	1	1
SSX7	3	0	0
ENSG00000197185	0	0	0
ENSG00000217330	6	0	16
ENSG00000225198	6	5	6
ENSG00000185319	0	0	0
ENSG00000225508	0	0	0
ENSG00000227302	0	0	0
ST13	1637	1811	579
ENSG00000213234	8	0	1
ENSG00000213368	0	0	28
ENSG00000248400	2	18	0
ENSG00000229256	0	0	0
ENSG00000240959	0	0	0
ENSG00000243759	0	0	1
ENSG00000218698	0	0	0
ENSG00000234322	0	0	0
ENSG00000281067	0	0	0
ENSG00000235616	0	0	0
ENSG00000215875	0	1	0
ENSG00000284110	0	0	0
ENSG00000257773	8	0	0
ENSG00000232150	2	0	0
ENSG00000288248	0	0	0
ENSG00000225259	1	0	1
ST14	1796	2200	613
ST18	53	61	45
ENSG00000180953	29	114	20
ST20-MTHFS	28	0	0
ST3GAL1	384	293	106
ENSG00000250656	0	0	0
ST3GAL2	370	600	328
ST3GAL3	405	383	93
ST3GAL4	119	308	25
ST3GAL5	104	46	34
ST3GAL6	540	710	566
ST6GAL1	5168	3799	1981
ST6GAL2	51	35	13
ST6GALNAC1	1244	1612	204
ST6GALNAC2	4894	5282	3414
ENSG00000228902	0	0	0
ST6GALNAC3	5	0	8
ST6GALNAC4	155	2	66
ENSG00000233469	0	0	0
ST6GALNAC5	2	12	1
ST6GALNAC6	171	69	65
ST7	227	663	287
ST7L	265	155	146
ST8SIA1	65	50	57
ST8SIA2	0	0	2
ST8SIA3	0	0	0
ST8SIA4	163	120	106
ST8SIA5	37	32	32
ST8SIA6	7	3	0
STAB1	24	73	8
STAB2	25	12	0
STAC	7	0	0
STAC2	58	53	24
STAC3	0	0	4
STAG1	531	633	264
STAG2	1225	982	727
STAG3	184	597	21
ENSG00000205583	17	0	12
ENSG00000277072	111	162	141
ENSG00000174353	123	64	532
ENSG00000106610	50	110	193
ENSG00000242294	284	1320	278
STAM	549	493	318
STAM2	2346	2132	721
STAMBP	670	1213	111
STAMBPL1	95	69	20
STAP1	2	0	0
STAP2	213	198	73
STAR	35	16	17
STARD10	724	216	165
STARD13	3	36	56
STARD3	345	195	274
STARD3NL	201	763	242
STARD4	106	1007	51
STARD5	606	910	223
STARD6	3	9	2
STARD7	1841	1623	1058
STARD8	148	212	71
STARD9	183	128	146
ENSG00000214266	0	0	0
STAT1	3500	4527	1738
STAT2	3404	3340	1973
STAT3	1213	767	852
STAT4	15	0	23
STAT5A	40	52	11
STAT5B	200	93	114
STAT6	1462	1469	468
ENSG00000282891	0	0	0
STAU1	2828	2299	1722
STAU2	630	308	387
STBD1	13	0	3
STC1	53	183	3
STC2	35	22	0
STEAP1	350	600	189
STEAP1B	20	82	15
STEAP2	1056	1706	425
STEAP3	312	365	326
STEAP4	1703	3005	1023
ENSG00000281139	0	0	0
STIL	553	281	370
STIM1	1031	274	436
STIM2	1254	487	871
STIP1	567	582	639
ENSG00000225536	0	1	0
STK10	186	111	267
STK11	81	82	58
STK11IP	117	292	83
STK16	130	367	7
STK17A	769	787	258
STK17B	1241	1177	730
ENSG00000236250	61	11	117
ENSG00000249480	0	0	0
STK24	791	1634	334
ENSG00000230079	1	0	4
STK25	1409	552	323
ENSG00000267570	0	0	0
STK26	115	51	28
STK3	1147	765	266
STK31	60	57	182
STK32A	26	79	7
STK32B	0	0	3
STK32C	13	90	6
STK33	367	385	327
ENSG00000227412	0	0	0
STK35	1149	2283	308
STK36	247	109	86
STK38	1342	1622	791
STK38L	473	1002	239
STK39	1025	506	89
STK4	1155	1108	607
STK40	216	249	140
ENSG00000281245	22	12	14
STMN1	863	1334	192
ENSG00000276058	0	0	21
ENSG00000251440	0	0	0
STMN2	0	0	0
STMN3	109	68	16
STMN4	2	0	15
STMND1	64	50	30
STOM	1549	3276	658
STOML1	247	143	161
STOML2	843	989	192
STOML3	0	8	0
STON1	389	135	28
STON1-GTF2A1L	183	34	0
STON2	1913	2142	1090
STOX1	43	236	22
STOX2	546	293	415
STPG1	217	351	118
STPG2	3	0	19
STPG3	0	0	0
ENSG00000288257	390	138	88
STRA8	0	0	0
STRADA	240	88	433
STRADB	296	391	200
ENSG00000213205	0	0	0
STRAP	334	351	216
STRBP	412	439	195
STRC	32	37	37
ENSG00000166763	0	0	2
STRIP1	70	279	247
STRIP2	216	194	382
STRN	1806	2088	514
STRN3	807	611	412
STRN4	417	356	80
STS	262	583	26
ENSG00000227166	1	0	0
STT3A	655	1237	704
STT3B	875	1609	369
STUB1	232	31	70
STUM	0	0	0
STX10	28	85	43
STX11	3	71	40
STX12	511	294	168
STX16	1464	1444	1005
ENSG00000254995	1	9	8
STX17	151	98	150
STX18	393	29	85
STX19	5	0	6
STX1A	185	401	48
STX1B	12	14	7
STX2	107	147	39
STX3	791	761	396
STX4	245	64	28
STX5	445	1077	155
STX6	975	1791	725
STX7	347	458	105
STX8	324	190	104
ENSG00000270296	0	0	0
STXBP1	251	229	127
STXBP2	55	735	16
STXBP3	510	513	272
STXBP4	666	679	242
STXBP5	509	278	216
STXBP5L	3	5	0
STXBP6	51	12	115
STYK1	85	22	8
STYX	1006	984	624
STYXL1	149	352	127
SUB1	540	595	556
ENSG00000285173	0	0	0
ENSG00000258737	0	0	0
ENSG00000261612	0	0	0
ENSG00000260247	0	0	0
SUCLA2	43	126	27
ENSG00000227754	0	0	0
ENSG00000233107	0	0	0
ENSG00000229593	3	0	0
SUCLG1	525	470	48
SUCLG2	143	396	29
ENSG00000236349	1	2	5
ENSG00000249226	12	1	12
SUCNR1	39	23	0
SUCO	1352	1688	881
SUDS3	639	291	173
ENSG00000281351	0	0	0
SUFU	180	56	82
SUGCT	7	135	4
SUGP1	33	31	50
SUGP2	351	703	491
SUGT1	411	625	239
ENSG00000213842	5	6	0
ENSG00000239827	69	20	12
SULF1	815	1495	369
SULF2	2941	3529	1112
SULT1A1	143	85	144
SULT1A2	14	27	22
SULT1A3	314	205	257
SULT1A4	96	40	73
SULT1B1	2429	2631	2565
SULT1C2	218	80	284
ENSG00000237223	25	33	29
ENSG00000261209	0	0	0
SULT1C3	0	0	0
SULT1C4	161	53	50
ENSG00000236959	0	0	0
SULT1E1	121	24	80
SULT2A1	65	27	38
SULT2B1	243	59	27
SULT4A1	0	2	0
SULT6B1	0	0	0
SUMF1	470	495	106
SUMF2	773	477	348
SUMO1	525	187	180
ENSG00000241721	0	0	0
ENSG00000229612	0	0	0
ENSG00000235082	22	1	0
ENSG00000235555	0	0	0
SUMO2	4405	8525	2024
ENSG00000235666	64	8	0
ENSG00000235424	0	1	0
ENSG00000218893	0	0	0
ENSG00000218359	0	0	0
ENSG00000271096	5	0	3
ENSG00000271236	0	0	0
ENSG00000253579	0	0	0
ENSG00000248278	4	1	0
ENSG00000253639	0	0	0
ENSG00000253328	0	0	0
ENSG00000227607	0	0	0
ENSG00000253721	4	0	0
ENSG00000224971	1	2	0
ENSG00000249183	0	0	0
ENSG00000251663	0	0	0
ENSG00000249031	1	0	0
ENSG00000249838	0	0	0
ENSG00000228976	9	0	19
SUMO3	553	458	403
SUMO4	52	3	17
SUN1	1327	753	844
SUN2	240	24	152
SUN3	12	14	8
SUN5	0	0	0
SUOX	204	44	312
SUPT16H	1356	1996	816
ENSG00000256238	115	21	34
SUPT20H	687	1094	698
SUPT20HL1	0	0	0
SUPT20HL2	0	0	0
SUPT3H	260	313	186
SUPT4H1	623	909	159
ENSG00000226247	1	0	0
ENSG00000246115	0	0	0
SUPT5H	299	288	167
SUPT6H	621	217	335
SUPT7L	535	984	303
SUPV3L1	343	337	548
ENSG00000280627	38	34	74
ENSG00000281024	24	20	0
ENSG00000280951	506	1164	218
ENSG00000281309	174	74	72
ENSG00000228518	0	0	0
SUSD1	102	9	191
SUSD2	8	64	1
SUSD3	12	0	0
SUSD4	561	51	207
SUSD5	14	30	10
SUSD6	1591	890	660
SUV39H1	7	37	12
SUV39H2	290	115	193
SUZ12	544	456	146
ENSG00000264538	256	816	514
SV2A	16	52	30
SV2B	28	20	18
SV2C	63	197	52
SVBP	102	713	365
SVEP1	21	9	10
SVIL	1161	1314	517
SVIP	72	25	142
SVOP	80	73	36
SVOPL	176	60	13
SWAP70	1172	678	673
SWI5	84	43	3
SWSAP1	86	152	36
SWT1	47	152	204
SYAP1	920	1047	726
SYBU	81	3	3
SYCE1	0	0	0
SYCE1L	1	4	0
SYCE2	2	0	0
SYCE3	0	0	15
SYCN	0	0	0
SYCP1	53	17	15
SYCP2	67	67	23
SYCP2L	4	4	24
SYCP3	58	51	5
SYDE1	5	14	1
SYDE2	201	327	108
SYF2	255	158	110
ENSG00000258350	0	0	0
ENSG00000233148	12	0	0
SYK	322	359	65
SYMPK	954	591	181
SYN1	8	0	30
SYN2	30	22	0
SYN3	0	15	7
SYNC	3	275	3
SYNCRIP	1199	2003	360
SYNDIG1	0	0	0
SYNDIG1L	0	0	0
SYNE1	332	755	310
SYNE2	14347	12353	6863
SYNE3	138	157	176
SYNE4	108	62	51
ENSG00000227460	77	178	82
SYNGR1	367	231	22
SYNGR2	1496	1202	375
SYNGR3	0	0	0
SYNGR4	0	0	0
SYNJ1	203	276	37
SYNJ2	944	470	345
SYNJ2BP	723	1177	632
SYNJ2BP-COX16	103	13	15
SYNM	209	422	23
SYNPO	205	729	204
SYNPO2	74	70	171
SYNPO2L	47	19	201
SYNPR	5	0	2
ENSG00000274047	808	664	220
SYP	28	28	17
SYPL1	1100	1142	376
SYPL2	0	0	0
SYS1	788	491	298
ENSG00000254806	10	0	0
SYT1	70	26	11
SYT10	1	1	0
SYT11	218	44	125
SYT12	429	257	104
SYT13	359	246	44
SYT14	542	634	578
ENSG00000215127	0	0	0
SYT15	160	323	42
SYT16	212	265	29
SYT17	352	1478	163
SYT2	19	0	0
SYT3	0	0	0
SYT4	0	0	0
SYT5	31	51	16
SYT6	0	78	0
SYT7	30	139	19
ENSG00000288149	183	3	0
SYT9	0	9	0
SYTL1	535	488	441
SYTL2	3357	4559	881
SYTL3	111	53	99
SYTL4	498	589	171
SYTL5	5	4	8
SYVN1	612	709	357
SZRD1	727	792	436
SZT2	435	437	577
TAAR1	0	0	0
TAAR2	0	0	0
ENSG00000237449	0	0	0
TAAR5	0	0	0
TAAR6	0	0	0
ENSG00000235998	0	0	0
TAAR8	0	0	0
TAAR9	0	0	0
TAB1	75	34	1
TAB2	2072	1773	921
TAB3	944	1134	464
ENSG00000235462	0	0	0
TAC1	0	0	0
TAC3	0	0	0
TAC4	10	0	0
TACC1	2423	2388	767
ENSG00000224920	0	0	0
TACC2	1247	782	726
TACC3	229	50	46
TACO1	155	32	93
TACR1	1	0	0
TACR2	13	7	27
TACR3	0	0	0
TACSTD2	6294	10358	1488
TADA1	87	330	190
ENSG00000277104	144	96	82
TADA2B	75	48	21
TADA3	775	331	80
TAF1	525	803	218
TAF10	1769	1481	858
TAF11	286	919	256
TAF12	144	43	29
TAF13	95	109	91
ENSG00000225658	0	0	0
ENSG00000276833	230	152	266
TAF1A	124	31	75
TAF1B	334	307	209
TAF1C	285	54	75
TAF1D	1353	2825	1116
TAF1L	14	16	4
TAF2	458	636	146
TAF3	60	319	102
ENSG00000280529	299	307	243
TAF4B	106	65	284
TAF5	91	199	0
TAF5L	279	372	72
TAF6	193	256	44
TAF6L	16	3	15
TAF7	367	307	121
TAF7L	0	3	0
TAF8	455	445	406
ENSG00000276463	220	242	138
TAF9B	763	890	639
ENSG00000213871	1	54	1
ENSG00000215760	0	0	0
ENSG00000226353	0	0	0
ENSG00000229302	0	0	0
ENSG00000267692	0	0	0
TAGAP	69	65	25
TAGLN	383	825	444
TAGLN2	1478	1450	215
ENSG00000253676	0	0	1
TAGLN3	2	0	0
TAL1	35	3	31
TAL2	0	0	0
TALDO1	610	424	159
ENSG00000279643	92	62	65
TANC1	1520	893	1075
TANC2	6532	8818	3657
TANGO2	462	206	159
TANGO6	241	77	72
TANK	838	1072	304
TAOK1	3206	2757	1259
TAOK2	225	152	102
TAOK3	417	366	303
ENSG00000232367	612	923	536
ENSG00000225967	357	376	138
ENSG00000206281	2686	2330	1531
TAPBPL	339	820	95
TAPT1	367	172	356
TARBP1	1398	1183	737
TARBP2	94	151	125
TARDBP	1464	1460	800
ENSG00000233402	0	0	0
ENSG00000238213	0	0	0
ENSG00000276145	6	2	4
TARS2	164	133	158
ENSG00000248104	0	0	0
TAS1R1	0	0	0
TAS1R2	0	0	0
TAS1R3	26	0	0
TAS2R1	0	0	0
ENSG00000272805	6	0	0
ENSG00000273457	48	18	21
ENSG00000261984	83	182	49
ENSG00000273144	27	249	18
TAS2R16	0	0	0
ENSG00000263028	113	149	6
ENSG00000273092	18	6	21
ENSG00000203523	0	0	0
TAS2R3	0	0	0
ENSG00000262111	69	155	70
ENSG00000263097	15	8	133
TAS2R38	0	0	1
TAS2R39	0	0	0
TAS2R4	64	35	25
TAS2R40	0	0	0
ENSG00000284982	0	0	0
ENSG00000273505	50	0	0
ENSG00000262612	16	4	26
ENSG00000262525	23	160	45
TAS2R5	0	0	0
ENSG00000273431	48	0	282
ENSG00000285341	0	0	0
ENSG00000285054	0	0	0
ENSG00000263158	28	40	126
ENSG00000263083	85	4	10
ENSG00000270923	0	0	0
ENSG00000273326	0	0	0
ENSG00000272712	0	0	0
ENSG00000273086	0	0	0
TASP1	70	249	40
TAT	43	19	22
TATDN1	128	281	217
ENSG00000234369	22	24	30
TATDN2	136	160	6
ENSG00000198414	0	0	0
ENSG00000218226	141	117	175
ENSG00000235205	0	0	0
TATDN3	77	24	177
TAX1BP1	2487	1738	1322
TAX1BP3	471	838	322
TAFAZZIN	173	318	120
TBATA	0	0	0
TBC1D1	666	1099	192
TBC1D10A	147	52	86
TBC1D10B	148	172	82
TBC1D10C	0	19	0
TBC1D12	241	168	44
TBC1D13	52	7	0
TBC1D14	393	239	89
TBC1D15	536	627	417
TBC1D16	82	46	43
TBC1D17	324	151	322
TBC1D19	108	128	38
TBC1D2	219	305	96
TBC1D20	795	1414	513
TBC1D21	0	0	0
TBC1D22A	395	32	231
TBC1D22B	606	198	108
TBC1D23	401	854	364
TBC1D24	348	452	217
TBC1D25	176	154	304
TBC1D26	18	0	0
TBC1D28	0	0	0
TBC1D2B	754	539	239
TBC1D3	0	51	0
TBC1D30	313	114	42
TBC1D31	251	126	123
TBC1D32	269	271	336
ENSG00000282750	3	0	0
TBC1D3C	0	0	0
TBC1D3D	0	0	0
TBC1D3E	0	0	0
ENSG00000282087	0	0	0
ENSG00000275760	154	26	0
ENSG00000277974	0	26	0
ENSG00000275861	23	0	8
ENSG00000282656	0	0	0
ENSG00000275153	0	0	0
ENSG00000276349	0	65	0
ENSG00000238283	0	0	0
ENSG00000188755	0	0	0
ENSG00000235203	0	0	0
ENSG00000284576	0	0	0
ENSG00000266433	10	9	0
ENSG00000224966	0	0	0
ENSG00000262591	0	0	0
TBC1D4	160	219	51
TBC1D5	524	284	411
ENSG00000145979	242	504	287
TBC1D8	651	194	328
TBC1D8B	5538	7540	5109
TBC1D9	423	314	94
ENSG00000284400	195	300	32
TBCA	151	85	10
ENSG00000226781	0	0	0
ENSG00000235829	35	0	0
ENSG00000249055	0	0	0
TBCB	192	315	51
TBCC	36	7	298
TBCCD1	322	244	179
ENSG00000278759	94	76	27
ENSG00000282984	752	490	442
TBCEL	65	89	117
TBCK	1022	788	559
TBK1	481	1061	264
TBKBP1	51	111	21
TBL1X	753	941	458
TBL1XR1	2215	2290	1194
TBL1Y	5	116	4
ENSG00000225624	0	0	0
TBL2	216	124	22
TBL3	58	15	81
TBP	325	227	53
TBPL1	196	81	12
TBPL2	4	1	1
TBR1	2	14	3
TBRG1	249	203	206
TBRG4	360	657	101
TBX1	65	83	20
TBX10	0	0	0
TBX15	86	143	52
TBX18	393	200	138
TBX19	47	4	4
TBX2	1	177	0
TBX20	0	0	0
TBX21	0	0	0
ENSG00000277800	0	0	0
TBX3	75	93	67
TBX4	7	0	1
TBX5	2	48	7
TBX6	202	113	88
TBXA2R	31	29	64
TBXAS1	37	107	34
ENSG00000276776	2394	3666	1128
TCAF1	226	42	111
ENSG00000223459	0	0	0
TCAF2	224	415	181
ENSG00000285351	0	0	0
TCAIM	198	370	66
ENSG00000240280	11	5	15
TCAP	0	0	0
TCEA1	1448	2096	801
ENSG00000197214	0	0	0
ENSG00000230409	155	83	130
ENSG00000215165	0	0	0
ENSG00000236184	10	21	21
TCEA2	6	211	0
ENSG00000282941	504	536	76
TCEAL1	37	29	23
TCEAL2	0	5	0
TCEAL3	39	170	12
TCEAL4	261	527	117
ENSG00000223543	0	0	0
TCEAL5	0	0	0
ENSG00000204071	1	0	0
TCEAL7	0	0	0
TCEAL8	206	101	44
TCEAL9	135	191	155
TCEANC	93	103	83
TCEANC2	295	391	216
TCERG1	1125	777	446
TCERG1L	19	10	10
TCF12	2647	2690	1124
TCF15	0	0	0
ENSG00000224472	160	344	146
ENSG00000262024	1072	1224	1576
TCF21	0	3	0
TCF23	150	205	98
TCF24	10	1	9
TCF25	390	966	302
TCF3	145	148	484
ENSG00000236567	0	0	0
TCF4	2074	1919	1584
TCF7	199	63	81
TCF7L1	442	171	578
TCF7L2	1747	1585	612
TCFL5	31	92	207
TCHH	0	0	0
TCHHL1	0	0	0
TCHP	246	153	100
TCIRG1	215	335	103
TCL1A	3	1	19
TCL1B	0	0	0
TCN1	81	314	0
TCN2	263	212	263
TCOF1	447	191	91
TCP1	853	1566	485
TCP10L	0	0	0
ENSG00000166984	0	0	0
TCP11	0	0	0
TCP11L1	158	29	56
TCP11L2	804	348	187
TCP11X1	0	0	0
TCP11X2	0	0	0
ENSG00000251525	0	0	0
ENSG00000229161	1	1	0
TCTA	263	426	83
TCTE1	6	2	1
TCTN1	946	1223	705
TCTN2	358	138	136
TCTN3	286	509	451
TDG	638	882	277
TDGF1	20	101	8
ENSG00000227988	0	0	0
ENSG00000183514	0	0	0
TDGF1P3	36	52	21
ENSG00000217566	0	0	0
ENSG00000254274	0	10	0
ENSG00000241438	4	0	43
ENSG00000269584	0	0	0
ENSG00000255725	0	1	0
ENSG00000284856	0	0	0
ENSG00000262635	2	106	0
TDP1	310	292	250
TDP2	376	198	186
TDRD1	23	3	6
TDRD10	0	0	0
TDRD12	6	21	35
TDRD15	0	0	0
TDRD3	123	222	54
TDRD5	6	0	0
TDRD6	10	0	32
TDRD7	196	107	20
TDRD9	0	0	0
TDRKH	124	4	6
TDRP	14	89	52
TEAD1	2842	1527	823
TEAD2	665	1372	62
TEAD3	358	308	134
TEAD4	26	5	12
TEC	35	0	1
TECPR1	102	68	38
TECPR2	421	768	75
TECR	541	525	91
TECRL	32	15	11
ENSG00000235043	51	0	0
ENSG00000248565	0	0	0
TECTA	0	0	0
TECTB	0	0	1
TEDDM1	14	0	7
ENSG00000233537	0	0	0
TEF	93	19	4
TEFM	65	554	19
TEK	1	0	79
TEKT1	0	0	0
TEKT2	9	2	10
TEKT3	1	5	0
TEKT4	11	2	3
ENSG00000188681	94	58	0
TEKT5	0	0	0
TELO2	51	28	17
TEN1	96	211	104
ENSG00000261408	193	327	159
TENM1	61	7	6
TENM2	175	351	343
TENM3	15	215	2
TENM4	485	422	299
TEP1	343	61	329
TEPP	107	24	47
TEPSIN	72	49	5
TERB1	63	55	23
TERB2	5	0	3
TERF1	432	591	168
ENSG00000173231	0	0	0
ENSG00000187589	0	0	0
ENSG00000249311	0	0	0
ENSG00000215102	0	0	0
ENSG00000226361	0	1	0
TERF2	335	281	109
